_id,listing_url,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,images,review_scores
13658407,https://www.airbnb.com/rooms/13658407,Spacious Sunlit 1 Bedroom Williamsburg Apt,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3,1.0,1.0,2,1.0,125.00,84.00,25.00,3,{'picture_url': 'https://a0.muscache.com/im/pictures/fe545eff-aa6f-4902-82ed-7dee72c6e086.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 10, 'review_scores_checkin': 8, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
13659491,https://www.airbnb.com/rooms/13659491,Nice appartement in central,Apartment,Private room,Real Bed,5,100,strict_14_with_grace_period,1,1.0,1.0,7,1.0,338.00,132.00,220.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/86f5db06-4391-4889-8c34-7cf2f6ce67a0.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 97}"
13659950,https://www.airbnb.com/rooms/13659950,Beautiful 3 1/2 apartment Montreal,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3,1.0,1.0,3,1.0,62.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/966fce52-e22c-4fd1-8788-2e0bac9759df.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 7, 'review_scores_checkin': 8, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 8, 'review_scores_rating': 80}"
13669275,https://www.airbnb.com/rooms/13669275,Habitación centro de Barcelona,Apartment,Private room,Real Bed,2,1125,flexible,2,1.0,1.0,2,1.0,40.00,,20.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/aae1b2a1-cb8b-4972-899f-adcb20b8cdd9.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 90}"
13674956,https://www.airbnb.com/rooms/13674956,Cute studio with Sydney Harbour Bridge views!,Apartment,Entire home/apt,Real Bed,2,31,strict_14_with_grace_period,2,1.0,1.0,130,1.0,100.00,50.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/e3e107b6-b0a7-4048-b9fe-acd595013b5f.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 96}"
13684608,https://www.airbnb.com/rooms/13684608,Gorgeous Designer Decorated 2BR Loft,Apartment,Entire home/apt,Real Bed,4,1124,moderate,5,2.0,2.0,48,2.0,550.00,125.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/a69f6079-54b1-404a-88c6-1b618c5a40b3.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 8, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 89}"
13689460,https://www.airbnb.com/rooms/13689460,King Size Private Bedroom in Surry Hills,House,Private room,Real Bed,2,28,moderate,2,1.0,1.0,68,1.5,100.00,20.00,20.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/ae6d22e5-632e-4c96-9807-14bc7bed29aa.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 93}"
13695744,https://www.airbnb.com/rooms/13695744,"Casa MARAVILHOSA, 5 suites OLIMPIADAS RIO 2016",House,Entire home/apt,Real Bed,20,60,flexible,10,5.0,6.0,0,4.0,5595.00,448.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/8113d63c-be95-494d-9594-78087f769a6e.jpg?aki_policy=large'},{}
13696235,https://www.airbnb.com/rooms/13696235,(6) STUDIO IN OLD CITY SULTANAHMET,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3,1.0,2.0,35,1.0,148.00,0.00,42.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/2b5fc990-e249-4aca-8476-9547aac49e4c.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 8, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 89}"
13702313,https://www.airbnb.com/rooms/13702313,Bright room in Spacious house close to Airport,Apartment,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,123,1.0,45.00,10.00,10.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/94a5fee4-9522-4756-aa95-872b40ac977a.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 98}"
13702505,https://www.airbnb.com/rooms/13702505,Centre ville rue Ontario/Papineau,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,4,1.0,25.00,10.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/660c3887-9b04-4d3d-a373-c63fea39d1ac.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 90}"
1370405,https://www.airbnb.com/rooms/1370405,"Fresh, Simple Sleep in Brooklyn!",Apartment,Private room,Real Bed,1,40,strict_14_with_grace_period,1,1.0,1.0,221,1.0,53.00,15.00,10.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/22982405/afd31f89_original.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 96}"
13711161,https://www.airbnb.com/rooms/13711161,Double Bedroom and amazing rooftop-Sagrada Familia,Apartment,Private room,Real Bed,3,1125,flexible,2,1.0,1.0,2,1.5,250.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/f3279245-555f-4d63-b06c-79e28a95fa80.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 8, 'review_scores_location': 8, 'review_scores_value': 8, 'review_scores_rating': 100}"
13716070,https://www.airbnb.com/rooms/13716070,21 baltic street,House,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,2.0,50.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/1731bedc-435a-4036-a4e5-2d1ef82fde58.jpg?aki_policy=large'},{}
13724840,https://www.airbnb.com/rooms/13724840,Apartment in São Cristovão,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,5,2.0,5.0,0,1.0,351.00,150.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/c744e927-5291-4f18-8063-4783227abac1.jpg?aki_policy=large'},{}
13726629,https://www.airbnb.com/rooms/13726629,CLEAN COMFORTABLE ROOM 7 MIN FR JFK,House,Private room,Real Bed,1,28,flexible,1,1.0,1.0,186,1.0,35.00,15.00,30.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/8a83f338-753c-4d7b-9909-39a9b3bea818.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 9, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 86}"
13728712,https://www.airbnb.com/rooms/13728712,Charming brick brownstone (2nd floor),Apartment,Entire home/apt,Real Bed,3,14,moderate,4,2.0,2.0,14,1.0,89.00,30.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/9089f624-8565-4588-bf48-81aed00b0711.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 99}"
13732894,https://www.airbnb.com/rooms/13732894,Belle chambre à côté Metro Papineau,Apartment,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,4,1.0,30.00,8.00,15.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/e81da2a5-d439-422c-a253-8cc4f992eedc.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 100}"
13739484,https://www.airbnb.com/rooms/13739484,Casa charmosa em Vargem Grande natureza e paz!,House,Entire home/apt,Real Bed,2,30,flexible,3,2.0,2.0,3,1.5,164.00,150.00,50.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/3cf14ce9-ab21-4131-80ee-abd71abd537a.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 87}"
13743786,https://www.airbnb.com/rooms/13743786,City Views Close to SI Ferry,Apartment,Entire home/apt,Real Bed,1,1125,moderate,8,4.0,4.0,70,1.0,120.00,150.00,10.00,6,{'picture_url': 'https://a0.muscache.com/im/pictures/08c49e86-6c8f-481e-9110-d01ef205daad.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 89}"
13748059,https://www.airbnb.com/rooms/13748059,Studio for the 2016 Olympics,Apartment,Entire home/apt,Real Bed,30,1125,flexible,2,0.0,2.0,0,1.0,298.00,150.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/2afb56bc-16dd-48ec-af3b-4793d96642ce.jpg?aki_policy=large'},{}
13748617,https://www.airbnb.com/rooms/13748617,Beautiful Renovated studio in private duplex,Apartment,Entire home/apt,Real Bed,2,8,flexible,2,1.0,1.0,0,1.0,60.00,50.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/f0c73bb8-9001-458b-961f-88f24e66b0c5.jpg?aki_policy=large'},{}
13750579,https://www.airbnb.com/rooms/13750579,Monte dos Burgos - Cosy Room,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,5,1.0,26.00,8.00,5.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/3d8cb98f-9905-4218-b018-34ed96feb20e.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 96}"
13753838,https://www.airbnb.com/rooms/13753838,2 Bedrooms in front of Olympic Arena,Apartment,Entire home/apt,Real Bed,10,1125,flexible,5,0.0,2.0,0,2.0,500.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/8a4f98ac-7cdb-445e-a5bf-a590f2ce67c0.jpg?aki_policy=large'},{}
13754183,https://www.airbnb.com/rooms/13754183,One Step to China,Apartment,Private room,Real Bed,1,7,flexible,1,1.0,1.0,0,1.0,196.00,100.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/45a1ffa0-04df-470b-b0ee-b5c0988a2f10.jpg?aki_policy=large'},{}
13757836,https://www.airbnb.com/rooms/13757836,The Porto Concierge - Beach Manor,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,2.0,29,1.5,100.00,20.00,10.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/fe1a8a6e-6a7a-453f-ae48-14269584714a.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 90}"
13757914,https://www.airbnb.com/rooms/13757914,"Suitabe for students, coubles, women, Turists",Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,84.00,26.00,58.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/e0e704ad-6d52-4ac0-9d35-436622ca4675.jpg?aki_policy=large'},{}
13761856,https://www.airbnb.com/rooms/13761856,Modern bright spacious duplex apartment,Apartment,Entire home/apt,Real Bed,5,60,strict_14_with_grace_period,5,2.0,3.0,61,2.5,250.00,125.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/b893d9a5-ba13-4ae3-9f9d-4005410fd1b4.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 95}"
13762136,https://www.airbnb.com/rooms/13762136,Apartamento/Flat T2 com vista mar,Apartment,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,4,2.0,3.0,13,1.0,112.00,40.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/187014be-a964-4ad0-bd33-81a1795945bc.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 100}"
13763013,https://www.airbnb.com/rooms/13763013,montreal monalisa,House,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,6,3.0,3.0,101,1.0,149.00,40.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/759473fd-73d7-4fb2-842f-a6c8adfa230c.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 8, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 87}"
13764019,https://www.airbnb.com/rooms/13764019,SEALONA CENTER III,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,1.0,2.0,20,1.0,130.00,50.00,10.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/4a3f7422-9aa5-46b4-a8c1-fa884cbbae19.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 98}"
13764334,https://www.airbnb.com/rooms/13764334,Chic 2BR in Festival Quarter by Sonder,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,6,2.0,3.0,19,1.0,123.00,105.00,7.00,4,{'picture_url': 'https://a0.muscache.com/im/pictures/1db23db7-82f1-4568-9dcd-993d9ec25d5b.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 84}"
13766096,https://www.airbnb.com/rooms/13766096,Sunny and quiet room with private shower room,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,132,1.0,40.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/f60cec1c-dbc6-49dc-acd9-00fee1244b9a.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 93}"
13771436,https://www.airbnb.com/rooms/13771436,"Charming room in Outremont, close to Mile End",Apartment,Private room,Real Bed,1,14,moderate,1,1.0,1.0,5,1.0,35.00,10.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/7d905852-c530-4558-94dd-6d5e3dffdf17.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 92}"
13774506,https://www.airbnb.com/rooms/13774506,1 bedroom fully furnished with private bathroom,Apartment,Private room,Real Bed,16,21,flexible,2,1.0,1.0,0,1.0,45.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/f66f8816-a6f3-49e9-8ee1-58a996b84814.jpg?aki_policy=large'},{}
13776897,https://www.airbnb.com/rooms/13776897,Romantic one bedroom apartment in Eixample,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,4,1.0,1.0,0,1.0,100.00,50.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/bba61c2e-e025-4606-872e-5fa3d3635c15.jpg?aki_policy=large'},{}
13778742,https://www.airbnb.com/rooms/13778742,MySweetHomePT,Apartment,Entire home/apt,Real Bed,2,60,strict_14_with_grace_period,4,1.0,2.0,197,1.0,35.00,17.00,10.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/90d57c52-7474-4b8d-8aa1-319ada1b3380.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 97}"
13789278,https://www.airbnb.com/rooms/13789278,"★Union Square, Brand New★#F, Free W/D",Townhouse,Private room,Real Bed,3,1100,strict_14_with_grace_period,4,1.0,2.0,62,2.5,84.00,79.00,36.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/d8f7fd68-b15a-417b-99ac-cee315c989f1.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 88}"
13799611,https://www.airbnb.com/rooms/13799611,Sea Sight Apartment Vila Chã/ Mindelo,Apartment,Entire home/apt,Real Bed,3,32,moderate,2,2.0,2.0,2,1.0,60.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/f5b962b5-904d-4f25-873b-5c4ef8f1c247.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 90}"
13807778,https://www.airbnb.com/rooms/13807778,Bright and comfortable 1 bedroom apartment,Serviced apartment,Entire home/apt,Real Bed,2,1125,moderate,4,1.0,1.0,0,1.0,159.00,50.00,20.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/6984def4-d12a-4946-b62a-89eb1cadaf66.jpg?aki_policy=large'},{}
13810527,https://www.airbnb.com/rooms/13810527,HUMAITÁ - VIEW OF THE CRISTO REDENTOR STATUE,Serviced apartment,Entire home/apt,Real Bed,3,89,strict_14_with_grace_period,4,1.0,4.0,10,1.0,220.00,100.00,30.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/01b360de-e888-4c08-b024-dc766c567a88.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 98}"
13813259,https://www.airbnb.com/rooms/13813259,Long term rental: Bright and Practical Apartment,Apartment,Entire home/apt,Real Bed,90,360,strict_14_with_grace_period,3,2.0,2.0,0,1.0,132.00,0.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/819b7a0c-8295-4318-80b9-652dd42b8237.jpg?aki_policy=large'},{}
13814845,https://www.airbnb.com/rooms/13814845,"2BR, Walk to the Beach, 2 Lanais, Stunning Views!",Condominium,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,6,2.0,4.0,16,2.0,185.00,100.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/e0f3d785-810e-4ca4-9dd8-f21676196f4e.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 97}"
13820755,https://www.airbnb.com/rooms/13820755,Modern NYC Studio Apartment Near Central Park!,Apartment,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,3,0.0,2.0,0,1.0,199.00,100.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/10dda2f2-d6ee-4a97-8e87-5c03f9fbbab4.jpg?aki_policy=large'},{}
13827870,https://www.airbnb.com/rooms/13827870,PRIVATE FLAT AT TAKSIM SQUARE,Apartment,Entire home/apt,Real Bed,10,1125,strict_14_with_grace_period,2,0.0,1.0,17,1.0,153.00,90.00,0.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/0c812db2-1d0f-45ad-b83c-cf7593d7408e.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 94}"
13829859,https://www.airbnb.com/rooms/13829859,TreeTops,House,Entire home/apt,Real Bed,3,15,flexible,5,0.0,3.0,0,2.0,181.00,80.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/d3b7ee57-c90c-4ec4-b7d6-e993466c6fab.jpg?aki_policy=large'},{}
13835658,https://www.airbnb.com/rooms/13835658,Bright lovely apartment in Gracia with balcony,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,5,2.0,3.0,12,1.0,125.00,50.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/13b7c67a-3fec-44de-b161-92c5ddd4027f.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 8, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 9, 'review_scores_value': 8, 'review_scores_rating': 82}"
13837488,https://www.airbnb.com/rooms/13837488,1分鐘步行到太子地鐵站,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2,1.0,1.0,0,1.0,447.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/0c008494-3522-4826-8795-88fa9fc31573.jpg?aki_policy=large'},{}
13839238,https://www.airbnb.com/rooms/13839238,Sunny room in modern building located in Bedstuy,Apartment,Private room,Real Bed,5,1125,moderate,2,1.0,1.0,3,1.0,60.00,60.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/c24f92d8-d617-4c54-bcf2-2791b6b65dda.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
13839338,https://www.airbnb.com/rooms/13839338,Vintage Mile End Gem,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,1.0,1.0,2,1.0,68.00,,20.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/0ec5eb89-e499-4250-9c40-4ddbd53990f4.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 7, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 90}"
13841305,https://www.airbnb.com/rooms/13841305,Oporto Charming Townhouse - ﾒﾄﾛ100m,House,Entire home/apt,Pull-out Sofa,2,1125,strict_14_with_grace_period,8,2.0,5.0,16,2.0,80.00,0.00,10.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/b215963a-e743-4dcd-b5f0-086946a61177.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 8, 'review_scores_value': 10, 'review_scores_rating': 94}"
13841569,https://www.airbnb.com/rooms/13841569,The Parachute Loft Bedrm 2,House,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,30,1.0,80.00,15.00,40.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/79aa34cd-7656-4e0e-b7b5-ec2955d546fa.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 97}"
13844617,https://www.airbnb.com/rooms/13844617,Cozy bedroom at Art District,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,2.0,64,1.0,35.00,0.00,4.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/e53788bb-9d1a-4504-9078-7db61fb39862.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 8, 'review_scores_checkin': 7, 'review_scores_communication': 8, 'review_scores_location': 9, 'review_scores_value': 8, 'review_scores_rating': 76}"
13846473,https://www.airbnb.com/rooms/13846473,Nice Small Studio Near Cntrl Park(Shared Bathroom),Aparthotel,Private room,Real Bed,3,1125,moderate,2,1.0,1.0,49,1.0,100.00,30.00,40.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/f342cb26-9cbd-499a-823f-7cc46d2a16a8.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 89}"
13852692,https://www.airbnb.com/rooms/13852692,"VERY LARGE 5 Bedroom Home, free onsite parking",Apartment,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,10,5.0,6.0,73,3.0,550.00,290.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/fff8056a-cb27-4c46-9fc9-deb52f4ab13c.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 94}"
13855369,https://www.airbnb.com/rooms/13855369,"Beau 3 1/2, spacieux et rénové proche métro Jarry",Apartment,Entire home/apt,Real Bed,3,1125,flexible,3,1.0,1.0,0,1.0,42.00,12.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/277c6ec8-e287-4a12-932e-81916998a4e4.jpg?aki_policy=large'},{}
13875927,https://www.airbnb.com/rooms/13875927,TPC - Flying Leaves Balcony (free parking),Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,2.0,61,1.0,60.00,20.00,8.00,4,{'picture_url': 'https://a0.muscache.com/im/pictures/0cca15dc-1b3d-47c4-9e0a-c3be2160cb18.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 8, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 83}"
13883147,https://www.airbnb.com/rooms/13883147,Spacious Room/Private entry and Great Views,Guest suite,Private room,Real Bed,3,1125,flexible,2,1.0,1.0,45,1.0,95.00,60.00,10.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/e26272d1-737e-40bc-810e-5da6a95863b9.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 99}"
