_id,listing_url,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,images,review_scores
22210575,https://www.airbnb.com/rooms/22210575,Affordable traveler's studio in the heart of HK,Apartment,Entire home/apt,Real Bed,3,1000,strict_14_with_grace_period,2,1.0,1.0,7,1.0,393.00,150.00,100.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/54f287e1-16ed-4717-9e47-2b79c51f8b71.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 8, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 89}"
22216525,https://www.airbnb.com/rooms/22216525,Waterfront Apartment Maroubra Beach,Apartment,Entire home/apt,Real Bed,2,16,strict_14_with_grace_period,4,2.0,2.0,1,1.0,109.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/c947fa11-72d8-4563-bdcb-b9ec827ac336.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
22224705,https://www.airbnb.com/rooms/22224705,Liiiving in Porto | Downtown Charm Apartment,Apartment,Entire home/apt,Real Bed,3,1124,moderate,3,1.0,1.0,7,1.0,60.00,20.00,20.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/98f98eb1-0930-4e58-8a5c-0dea9f7074d1.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 94}"
22232299,https://www.airbnb.com/rooms/22232299,Quarto de casal próximo ao aeroporto Galeão,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,5,1.0,1.0,17,1.0,97.00,,50.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/46a2829d-0810-4473-baee-f471a1a62b10.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
22232416,https://www.airbnb.com/rooms/22232416,Luxury 3 Bedroom Apartment in Prime location,Apartment,Entire home/apt,Real Bed,7,20,flexible,6,3.0,3.0,0,3.0,500.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/bbd17061-bc03-4657-b332-14f5cac82016.jpg?aki_policy=large'},{}
22261220,https://www.airbnb.com/rooms/22261220,Private room in stylish loft in Surry Hills,Apartment,Private room,Real Bed,2,6,flexible,2,1.0,1.0,0,1.0,75.00,0.00,50.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/7cdcfb9c-3d52-4341-994b-99287a54452c.jpg?aki_policy=large'},{}
22265304,https://www.airbnb.com/rooms/22265304,Manly Haven- Best Location with carpark,Apartment,Entire home/apt,Real Bed,1,1125,moderate,4,2.0,3.0,3,2.0,220.00,120.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/7177f3b0-8b9c-4387-8225-e88cf751a91b.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 5, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 8, 'review_scores_rating': 80}"
22265826,https://www.airbnb.com/rooms/22265826,Cozy house in the heart of Surry Hills,Townhouse,Private room,Real Bed,5,1125,flexible,2,1.0,1.0,0,1.0,80.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/351887ef-c41e-450c-844d-b80ae73c80b1.jpg?aki_policy=large'},{}
22265832,https://www.airbnb.com/rooms/22265832,Chambre privée - Plateau Mont-Royal,Apartment,Private room,Real Bed,7,10,strict_14_with_grace_period,2,1.0,1.0,2,1.0,23.00,10.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/78d1a6ad-5c91-40c2-88bd-5d3a23c60b5b.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 80}"
22266125,https://www.airbnb.com/rooms/22266125,Omar do Rio - A1206,Apartment,Entire home/apt,Real Bed,2,90,strict_14_with_grace_period,3,0.0,2.0,12,1.0,201.00,60.00,30.00,3,{'picture_url': 'https://a0.muscache.com/im/pictures/6a5d7efa-ea4d-405a-a00e-cbd0dca62621.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 9, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 92}"
22268452,https://www.airbnb.com/rooms/22268452,Small sunroom. Sydney Harbour at your doorstep,Apartment,Private room,Real Bed,2,7,moderate,2,1.0,1.0,42,1.0,53.00,20.00,10.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/1dffad88-cb42-4f04-b195-d6fa73d1a2ec.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 93}"
22269344,https://www.airbnb.com/rooms/22269344,Luxurious One Bedroom Apartment in Kings Cross,Apartment,Entire home/apt,Real Bed,1,4,flexible,2,1.0,1.0,2,1.0,200.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/51e90809-c449-4c30-a215-c3c981353161.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
22277833,https://www.airbnb.com/rooms/22277833,合家歡樂同住喜｡,Other,Shared room,Real Bed,1,30,flexible,3,1.0,3.0,5,2.0,251.00,39.00,250.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/b41681bc-c626-4a52-a233-a36fd97a15ba.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 8, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 92}"
22282797,https://www.airbnb.com/rooms/22282797,Water-view 5-star living,Condominium,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,0,1.0,70.00,40.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/b72e0181-6fae-4134-9b27-583508bda444.jpg?aki_policy=large'},{}
2228741,https://www.airbnb.com/rooms/2228741,Large Private Studio w/Full Kitchen,Bed and breakfast,Private room,Real Bed,3,1125,moderate,3,1.0,1.0,42,1.0,135.00,50.00,20.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/53b2c4cc-c4b4-438b-9996-83fac7949eba.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 89}"
22287612,https://www.airbnb.com/rooms/22287612,"Historic Rio, Samba City and Olympic Rio",Apartment,Private room,Real Bed,2,30,flexible,4,0.0,1.0,1,1.0,298.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/c9886f78-b1d1-4897-9ef1-7a706ccd1e87.jpg?aki_policy=large'},{}
2228863,https://www.airbnb.com/rooms/2228863,Midlevels apt with an amazing view,Apartment,Entire home/apt,Real Bed,2,30,moderate,4,1.0,1.0,55,1.0,903.00,290.00,50.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/30309941/4c8e865d_original.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 95}"
22295090,https://www.airbnb.com/rooms/22295090,Little Manly retreat,Apartment,Entire home/apt,Real Bed,2,10,flexible,4,2.0,3.0,1,1.0,151.00,70.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/400df2e6-cfc0-44c8-944a-d3fbbc982e99.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 8, 'review_scores_checkin': 8, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 80}"
22295354,https://www.airbnb.com/rooms/22295354,Studio32 - Brand New & Self Contained,Guest suite,Entire home/apt,Real Bed,1,30,moderate,2,0.0,1.0,157,1.0,109.00,0.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/46aeeb55-0df8-498a-a2e4-d6cbdcf182c3.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 99}"
22295401,https://www.airbnb.com/rooms/22295401,Artist Studio,Apartment,Entire home/apt,Real Bed,3,15,strict_14_with_grace_period,2,0.0,1.0,47,1.0,97.00,68.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/f010c4b4-0b92-4a49-8a1e-e8fdf2c84883.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 97}"
22295843,https://www.airbnb.com/rooms/22295843,One Bed available in Bondi for Chrismas!!!,Apartment,Shared room,Real Bed,6,13,flexible,1,1.0,1.0,0,2.0,70.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/5df59eed-357a-4a14-86b5-d76b8d94bec8.jpg?aki_policy=large'},{}
22296970,https://www.airbnb.com/rooms/22296970,Single room with private balcony close to CBD,House,Private room,Real Bed,2,30,flexible,1,1.0,1.0,1,1.0,50.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/d77dcedf-9617-45b7-9eed-d92391c5f28e.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 8, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 80}"
22297561,https://www.airbnb.com/rooms/22297561,Scandinavian Styled 1BR Flat with Natural Light.,Guest suite,Entire home/apt,Real Bed,1,1125,moderate,4,0.0,2.0,70,1.0,70.00,35.00,10.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/35612a3b-0a53-4aad-9f2b-467fc7db90fb.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 89}"
22304343,https://www.airbnb.com/rooms/22304343,Double Bay Apartment with Stunning Harbour Views,Apartment,Entire home/apt,Real Bed,3,14,strict_14_with_grace_period,6,3.0,4.0,2,2.5,156.00,150.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/92982c8f-71f5-4b6f-b31c-c75968f57b5c.jpg?aki_policy=large'},"{'review_scores_accuracy': 7, 'review_scores_cleanliness': 6, 'review_scores_checkin': 7, 'review_scores_communication': 6, 'review_scores_location': 8, 'review_scores_value': 6, 'review_scores_rating': 60}"
22307086,https://www.airbnb.com/rooms/22307086,Lovely room in a charming Surry Hills terrasse,House,Private room,Real Bed,2,1125,flexible,2,1.0,1.0,0,1.0,63.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/b87d80df-9d27-46c8-acdd-8bf684e667f2.jpg?aki_policy=large'},{}
22308267,https://www.airbnb.com/rooms/22308267,Waterside appartments in Rhodes,Apartment,Private room,Real Bed,7,1125,flexible,2,1.0,1.0,0,1.0,142.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/e189f39a-6129-4add-bbb5-61697703d451.jpg?aki_policy=large'},{}
22308786,https://www.airbnb.com/rooms/22308786,Take a Coastal Walk from a Stylish Flat,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2.0,3.0,24,2.0,419.00,300.00,0.00,1,"{'picture_url': 'https://a0.muscache.com/4ea/air/v2//pictures/16ad0d25-ad33-48d4-8422-344d07ecfdc7.jpg?t=r:w1200-h720-sfit,e:fjpg-c85'}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 95}"
2231059,https://www.airbnb.com/rooms/2231059,Bonito y cómodo loft en el centro,Apartment,Entire home/apt,Real Bed,3,15,flexible,3,1.0,2.0,1,1.0,100.00,30.00,40.00,3,{'picture_url': 'https://a0.muscache.com/im/pictures/30065717/ee1ab947_original.jpg?aki_policy=large'},{}
223200,https://www.airbnb.com/rooms/223200,Apart-Hotel Triplex Praia Flamengo,Condominium,Entire home/apt,Real Bed,2,60,moderate,6,2.0,2.0,111,1.5,228.00,75.00,0.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/8881661/5e140b6b_original.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 94}"
22322057,https://www.airbnb.com/rooms/22322057,⭐❤2BR BIG HOME-MAX 7GUESTS-MONG KOK MTR 旺角地鐵兩房一廳❤⭐,Apartment,Entire home/apt,Real Bed,3,365,strict_14_with_grace_period,7,2.0,5.0,63,1.0,903.00,350.00,120.00,7,{'picture_url': 'https://a0.muscache.com/im/pictures/090c0664-3c2f-49ea-9d35-aca53702e22c.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 97}"
22323221,https://www.airbnb.com/rooms/22323221,Private centrally located self contained apartment,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,1.0,2.0,26,1.0,151.00,120.00,40.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/b982e1f1-638c-48ea-a3a7-06c5373748d2.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 96}"
22335017,https://www.airbnb.com/rooms/22335017,Experience the Sydneysider lifestyle!,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,2.0,4,1.0,63.00,20.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/7d1f49d5-5546-42b3-80b1-bd90fd5da60a.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 8, 'review_scores_checkin': 10, 'review_scores_communication': 8, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 85}"
22336599,https://www.airbnb.com/rooms/22336599,Large loft in Old Montreal,Loft,Entire home/apt,Real Bed,1,1125,moderate,6,1.0,3.0,56,1.0,165.00,30.00,30.00,4,{'picture_url': 'https://a0.muscache.com/im/pictures/0bbcb0f4-5683-4ed0-bd75-2f80922ab25c.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 95}"
22336644,https://www.airbnb.com/rooms/22336644,Suitable place for ERASMUS students (Mecidiyeköy),Apartment,Private room,Real Bed,90,180,flexible,1,1.0,1.0,0,1.0,53.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/833853a5-50c4-4111-99fc-682de2c25a3f.jpg?aki_policy=large'},{}
22337456,https://www.airbnb.com/rooms/22337456,Modern and Comfortable one bedroom apartment zmv,Apartment,Entire home/apt,Real Bed,1,1125,moderate,4,1.0,2.0,116,1.0,119.00,60.00,15.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/a62b60b8-0ac7-4e6b-80a2-11921818eb80.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 94}"
22339946,https://www.airbnb.com/rooms/22339946,Private Room with perfect location in Bostanci,Apartment,Private room,Real Bed,1,180,flexible,2,1.0,2.0,4,1.0,63.00,0.00,40.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/f90894b7-cac6-462b-9c6a-88afb820d610.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 8, 'review_scores_checkin': 8, 'review_scores_communication': 8, 'review_scores_location': 8, 'review_scores_value': 8, 'review_scores_rating': 75}"
22341528,https://www.airbnb.com/rooms/22341528,Luxury Sydney Escape,Apartment,Entire home/apt,Real Bed,3,10,strict_14_with_grace_period,2,0.0,1.0,1,1.0,100.00,50.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/6956d334-9bfd-4d72-9fd8-7def5c9c600b.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 8, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 80}"
22343897,https://www.airbnb.com/rooms/22343897,Light-filled room in Newtown beautiful terrace,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,3,1.0,2.0,2,2.0,33.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/cb82e114-4fa2-4597-abea-82de8e31902e.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 5, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 80}"
22344471,https://www.airbnb.com/rooms/22344471,Palm Beach Penthouse by Contemporary Hotels,Apartment,Entire home/apt,Real Bed,7,365,strict_14_with_grace_period,4,2.0,2.0,1,2.0,850.00,300.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/9abf728e-fb02-416c-ad2b-63ba8e526658.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 8, 'review_scores_rating': 100}"
22346270,https://www.airbnb.com/rooms/22346270,The Geraniums,Guest suite,Private room,Real Bed,1,180,flexible,2,1.0,1.0,17,1.0,65.00,30.00,20.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/36dfd0e3-73b7-4fb9-9d6e-b1525e8be2bd.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 99}"
22362074,https://www.airbnb.com/rooms/22362074,fun place,Hostel,Shared room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,31.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/11b3346f-ccdf-4ae3-b356-6ff492c62b69.jpg?aki_policy=large'},{}
22362742,https://www.airbnb.com/rooms/22362742,Sydney City Pad,Apartment,Entire home/apt,Real Bed,1,30,moderate,4,1.0,2.0,54,1.0,178.00,90.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/919df6b8-b43f-4260-836b-09fd6d0d21f1.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 96}"
2236449,https://www.airbnb.com/rooms/2236449,"Oceanfront View, Immaculate 2-BR/BA",Condominium,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,6,2.0,2.0,69,2.0,320.00,170.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/30128916/6ce18f03_original.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 99}"
22367184,https://www.airbnb.com/rooms/22367184,Luxury Waterloo Apartment - Resort Style Living,Apartment,Entire home/apt,Real Bed,115,120,strict_14_with_grace_period,3,2.0,2.0,1,2.0,125.00,200.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/1ed603f5-4465-4e0e-9d3d-13f49899f61d.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 8, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
